id,url,name,description,type,address,city,zipCode,latitude,longitude,price,bedrooms,bathrooms,area,amenities,telephone,image,pets
ddfwbhl,https://www.apartments.com/305-litchfield-ave-elmont-ny-unit-1b/ddfwbhl/,"305 Litchfield Ave Elmont, NY 11003","Bright,Airy & Spacious 2 Bedroom,Apartment With Large Eat In Kitchen. Located on the Elmont/Franklin Square Border.  Close to Shops,Schools,Public Transportation,Cross Island Parkway & UBS Arena  Available For Immediate Occupancy Strict No Animal Policy  1 Month Rent 1 Month Security 1 Month Broker Fee

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,305 Litchfield Ave,Elmont,11003,40.70043,-73.68672,"$2,250-$2,250",2 bd,1 ba,,,+1-347-845-8588,['https://images1.apartments.com/i2/tjKESTQLpbmY7juorI_CrSvmdEX5mhQiv2yU3hbT61s/110/305-litchfield-ave-unit-1b-elmont-ny-primary-photo.jpg'],False
5ngrevq,https://www.apartments.com/261-15-hillside-ave-queens-ny-unit-2/5ngrevq/,"261-15 Hillside Ave. Queens, NY 11004","Large 2 Bed/1 Full Bath,2nd Floor walk-up apartment in Floral Park,Queens. L-shaped Living and Dining area. Good sized bedrooms. Use of terrace and backyard. 1 car parking spot provided in driveway. Close to Q43 Bus and shopping. RentSpree link will be provided for application. No washer/dryer in building.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,261-15 Hillside Ave.,Queens,11004,40.73742,-73.7067,"$2,700-$2,700",2 bd,1 ba,,,+1-917-623-2697,['https://images1.apartments.com/i2/VfhiMKPrd7aoivfiDY39aGCueQJ5FstSOZk00ScqFC4/110/261-15-hillside-ave-unit-2-queens-ny-primary-photo.jpg'],False
zkgqldx,https://www.apartments.com/239-maple-ave-rockville-centre-ny-unit-2-b/zkgqldx/,"239 Maple Ave Rockville Centre, NY 11570","Two bedroom one Bath Updated second floor walk up. Gleaming Oak Floors.. Laundry in Building. Rockville Centre Electric. Parking included in rear. Convenient to all...

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,239 Maple Ave,Rockville Centre,11570,40.65859,-73.63404,"$2,900-$2,900",2 bd,1 ba,,,+1-516-313-8968,['https://images1.apartments.com/i2/y7tFOUHBFriV7lnelCFoYm3qcwhbeIbE0kQri8sV3S0/110/239-maple-ave-unit-2-b-rockville-centre-ny-primary-photo.jpg'],False
12fl1w5,https://www.apartments.com/135-30-136th-ave-queens-ny/12fl1w5/,"135-30 136th Ave Queens, NY 11413","Renovated 3 bedroom,1.5 bath Stainless steel appliances granite countertops. Living room /dining room combo

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,135-30 136th Ave,Queens,11413,40.67716,-73.75201,"$3,000-$3,000",3 bd,2 ba,,,+1-718-570-7690,['https://images1.apartments.com/i2/lma1y8WLd3QxB6RdnixqT-cQTRvznnMAXin8WesYQCU/110/135-30-136th-ave-queens-ny-primary-photo.jpg'],False
zen6vdw,https://www.apartments.com/181-lowell-ave-floral-park-ny/zen6vdw/,"181 Lowell Ave Floral Park, NY 11001","RENOVATED FIRST FLOOR APARTMENT,PRIVATE DRIVEWAY,HARDWOOD FLOORS & ALOT MORE. Brand New EIK,Two Bedrooms,Nice size Living/Dining,Large outdoor space. Conveniently located close to Local Buses,Highways,restaurants/stores,and the LIRR. Landlord pays only water bill.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,181 Lowell Ave,Floral Park,11001,40.73025,-73.70492,"$2,550-$2,550",2 bd,1 ba,,,+1-646-643-9594,['https://images1.apartments.com/i2/_TbHFJfN3gZ-7OAkGcI0G9TvuruIYkggX7zHnOzTxRA/110/181-lowell-ave-floral-park-ny-primary-photo.jpg'],False
sln4615,https://www.apartments.com/202-12-202-45-45th-dr-queens-ny/sln4615/,"202-12-202-45 45th Dr Queens, NY 11361","Prime location in Bayside,close to stores,schools and highway; Just renovated w/new fl,bath,& kitchen; Sizable 3BR,2bath,easy street parking; pets friendly;  Must see to appreciate

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,202-12-202-45 45th Dr,Queens,11361,40.75579,-73.77965,"$2,900-$2,900",3 bd,2 ba,"1,000 sq ft",,+1-718-663-4366,['https://images1.apartments.com/i2/EZeaVhekvsoLIczrfaU_ZRVK0fxWbTxLk-fBK2RWsfk/110/202-12-202-45-45th-dr-queens-ny-primary-photo.jpg'],False
w2mspcj,https://www.apartments.com/216-05-jamaica-ave-queens-ny-unit-2r/w2mspcj/,"216-05 Jamaica Ave Queens, NY 11428","Charming mixed-use 2-family home offers an excellent rental opportunity in a convenient and sought-after location. The property has recently undergone a complete renovation,ensuring a modern and comfortable living experience for its tenants.The spacious layout boasts three bedrooms,providing ample space for a growing family or individuals in need of extra room.  Situated near transportation options,including bus stops and train stations,commuting to different parts of the city is a breeze. Additionally,you'll find a variety of amenities such as shops,restaurants,and entertainment venues within close proximity,offering a vibrant and dynamic lifestyle.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,216-05 Jamaica Ave,Queens,11428,40.71783,-73.73873,"$2,195-$2,195",3 bd,1 ba,,,+1-718-464-5800,['https://images1.apartments.com/i2/g9KHKcCjiLNsjjHtWBoIsED4IcJdC_GQbT5GcGcY_ZA/110/216-05-jamaica-ave-unit-2r-queens-ny-primary-photo.jpg'],False
9weprk5,https://www.apartments.com/92-01-winchester-blvd-queens-village-ny/9weprk5/,"92-01 Winchester Blvd Queens Village, NY 11429","2 bed rooms,eat & kitchen,1 bath room,Finished Attic (possibly  Living room)  with 2 cars parking,garage,tenant pays only electricity,close to every thing.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,92-01 Winchester Blvd,Queens Village,11429,40.72611,-73.73648,"$2,700-$2,700",2 bd,1 ba,,,+1-718-831-0100,['https://images1.apartments.com/i2/zt4mtqeKczq0q02x88XxqIEqopGSHPrHRrGe7hfBbXE/110/92-01-winchester-blvd-queens-village-ny-primary-photo.jpg'],False
zx7vs9z,https://www.apartments.com/68-oakley-ave-elmont-ny-unit-1st-fl/zx7vs9z/,"68 Oakley Ave Elmont, NY 11003","1st-floor apartment in house with 3 Bedrooms,1 full Bathroom,Kitchen Living & Dining Room,and access to the backyard. Close to Shops,Parks,Schools,Buses and more. Tenant pays for all utilities except cold water. Available to move in from the 1st of February.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,68 Oakley Ave,Elmont,11003,40.70641,-73.69138,"$2,800-$2,800",3 bd,1 ba,,,+1-646-242-8929,['https://images1.apartments.com/i2/puGNPiqabdntaT-S8Rf20ZNxiP-b_ASfFSl8AA2Tho8/110/68-oakley-ave-unit-1st-fl-elmont-ny-primary-photo.jpg'],False
ycbv2xt,https://www.apartments.com/63-king-st-floral-park-ny/ycbv2xt/,"63 King St Floral Park, NY 11001",Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.,SingleFamilyResidence,63 King St,Floral Park,11001,40.7272,-73.70126,"$2,500-$2,500",2 bd,2 ba,,,+1-516-983-7343,['https://images1.apartments.com/i2/vy8FESF4MZSXneOhuKvHYT6MpMUK8k_W8XcUZNRGlJs/110/63-king-st-floral-park-ny-primary-photo.jpg'],False
v4wqy4f,https://www.apartments.com/191-01-199109-109th-rd-queens-ny/v4wqy4f/,"191-01-199109 109th Rd Queens, NY 11412","2nd floor apartment in private house. Large eat in kitchen with large pantry. 2 bedrooms on second floor and 1 bedroom on third floor. Carpeting and ceramic tile in kitchen

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,191-01-199109 109th Rd,Queens,11412,40.70399,-73.76532,"$2,800-$2,800",3 bd,1 ba,,,+1-718-479-5606,['https://images1.apartments.com/i2/BaxB-hLHnOsBgnPmaHElkU5jVvTf6S0JzU92aKxB8pw/110/191-01-199109-109th-rd-queens-ny-primary-photo.jpg'],False
ltc782e,https://www.apartments.com/257-15-148th-ave-queens-ny/ltc782e/,"257-15 148th Ave Queens, NY 11422","Lovely 3 bedroom,1 bathroom apartment on the second floor. Living room,dining room,Eat in Kitchen,Hardwood floors throughout. Immaculate condition. Close to Public Transportation,Schools and shopping center.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,257-15 148th Ave,Queens,11422,40.65528,-73.73126,"$2,700-$2,700",3 bd,1 ba,,,+1-347-804-4769,['https://images1.apartments.com/i2/NcJuxm5-vND93AUVzg0nujHs_Ni4zMwYuTdlm8ncVNI/110/257-15-148th-ave-queens-ny-primary-photo.jpg'],False
0b10py3,https://www.apartments.com/58-29-207th-st-newyorkcity-ny/0b10py3/,"58-29 207TH St NewYorkCity, NY 11364","Fantastic Opportunity to lease your own private home. This is a one unit home attached to another home. This is the only unit with no additional units. This home comes with a private backyard,finished basement,parking for 2 cars,washer dryer. There is a large living room on the mail level with eat in kitchen and home office/small bedroom off of the back of the home. On the second floor there are two large bedrooms with one full bathroom. The home has a fully finished basement that can be used as another bedroom and also has another full bathroom.",SingleFamilyResidence,58-29 207TH St,NewYorkCity,11364,40.74653,-73.76987,"$2,850-$2,850",2 bd,2 ba,,,+1-917-816-7018,['https://images1.apartments.com/i2/Ch2DFL7ZI-x8Qsoxk901TY_nIRlH3mPpC3UsQNihf2I/110/58-29-207th-st-newyorkcity-ny-primary-photo.jpg'],False
sqy0se4,https://www.apartments.com/243-37-merrick-blvd-queens-ny-unit-2nd-fl/sqy0se4/,"243-37 Merrick Blvd Queens, NY 11422",Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.,ApartmentComplex,243-37 Merrick Blvd,Queens,11422,40.67428,-73.72915,"$2,800-$2,800",3 bd,1 ba,,,+1-631-377-6367,['https://images1.apartments.com/i2/XPF3waifDlDg1wR5HPBGY3UOWD5Mt17X70k7Dih4PZo/110/243-37-merrick-blvd-unit-2nd-fl-queens-ny-primary-photo.jpg'],False
0ppn012,https://www.apartments.com/56-firwood-rd-port-washington-ny/0ppn012/,"56 Firwood Rd Port Washington, NY 11050","January 1 occupancy. Spacious and bright 3 bedroom,LR/DR combo,1.5 bath apartment on the 2nd floor. Separate entrance to the second floor and utilities. No use of yard. No parking space. Parking is on the street. The carpet will be removed.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,56 Firwood Rd,Port Washington,11050,40.84428,-73.71379,"$2,750-$2,750",3 bd,2 ba,,,+1-631-751-0303,['https://images1.apartments.com/i2/DzJ2sQKCJvrDalGgbRUamu0G1vOz65lz3AZmn4TywbM/110/56-firwood-rd-port-washington-ny-primary-photo.jpg'],False
qlq98ny,https://www.apartments.com/91-09-9187-187th-st-queens-ny/qlq98ny/,"91-09-9187 187th St Queens, NY 11423","Newly renovated single family for rent in Hollis area. This lovely home features 3 bedroom duplex with spacious living room,sun room,eat in kitchen,one and a half bathroom. Close to public transportation,highways,shopping,restaurant and parks. Tenant pay all utilities. Basement,driveway and backyard are excluded.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,91-09-9187 187th St,Queens,11423,40.71099,-73.77257,"$3,000-$3,000",3 bd,2 ba,"1,062 sq ft",,+1-917-771-6867,['https://images1.apartments.com/i2/xvovqcg33a0Co0RlefCtRzBB0Szl_FwetSGBSkE43nM/110/91-09-9187-187th-st-queens-ny-primary-photo.jpg'],False
pdbv9yr,https://www.apartments.com/82-67-langdale-st-queens-ny-unit-1/pdbv9yr/,"82-67 Langdale St Queens, NY 11040","Bright and sunny two bedroom first floor apartment in Langdale Gardens! This unit is newly painted,and move in ready. Unit comes with two air conditioners. In School District #26. Close to ground transportation,major highways,easy shopping and excellent restaurants! Coop Board approval is required tenant to pay application fees. At present it is tenanted.",ApartmentComplex,82-67 Langdale St,Queens,11040,40.74104,-73.7008,"$2,700-$2,700",2 bd,1 ba,,,+1-516-626-1500,['https://images1.apartments.com/i2/xlp1_fR1To-JYdKMq5YvRRlMGyOgAtZPZMZEM3j8mhM/110/82-67-langdale-st-unit-1-queens-ny-primary-photo.jpg'],True
4fh752k,https://www.apartments.com/257-07-25147-147th-rd-queens-ny-unit-1st-flr/4fh752k/,"257-07-25147 147th Rd Queens, NY 11422","BEAUTIFUL TURN KEY 3 BEDROOM/1BATH RENTAL  ALL UTILITIES INCLUDED !  Located on the  1st floor of the this Cape Cod Multi-Home In a desired quiet neighborhood of ROSEDALE,QUEENS NY  Prospective Tenants can have access to yard upon request to the owner.      Conveniently Accessible to local Shopping/ Transportation within walking distance  and is only 10 Min away from JFK AIRPORT!      Schedule your Appointment TODAY!!! YOU MUST SEE!

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,257-07-25147 147th Rd,Queens,11422,40.65659,-73.73151,"$3,000-$3,000",3 bd,1 ba,"1,532 sq ft",,+1-888-610-3367,['https://images1.apartments.com/i2/f6fTt_-zPhm0a-phqdfnsHcza2aO-c7eLb_GTPV3RA4/110/257-07-25147-147th-rd-unit-1st-flr-queens-ny-primary-photo.jpg'],False
ke8k6zc,https://www.apartments.com/34-10-brookside-st-queens-ny-unit-2/ke8k6zc/,"34-10 Brookside St Queens, NY 11363","Sunny,bright and totally renovated apartment on a quiet,tree lined street! This unit boasts a spacious open floor plan with new laminate floors throughout,an elegant kitchen with quartz countertops,new appliances and custom made cabinetry plus there is a new wall unit heating and cooling unit in the bedrooms. There is a new A/C in the living room. Very close to the LIRR and also close to ground transportation,major highways,easy shopping and excellent restaurants. In School District #26",ApartmentComplex,34-10 Brookside St,Queens,11363,40.77618,-73.74446,"$2,500-$2,500",2 bd,1.5 ba,,,+1-516-626-1500,['https://images1.apartments.com/i2/cMn46e4gz6JsyUK6cpTQZeOazg4cLbI2FRslI1MWUBw/110/34-10-brookside-st-unit-2-queens-ny-primary-photo.jpg'],False
0qpm2j0,https://www.apartments.com/245-45-245-76th-ave-queens-ny-unit-45a/0qpm2j0/,"245-45-245 76th Ave Queens, NY 11426","Excellent 3 Bedroom rental in Queens Updated Eat-in-kitchen and Bathroom. Bedrooms with plenty of closets. Shopping and transportation close by.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,245-45-245 76th Ave,Queens,11426,40.74423,-73.72476,"$2,500-$2,500",3 bd,1 ba,,,+1-516-547-8542,['https://images1.apartments.com/i2/FY6vSPKC4YMM84IIhG7MeIe4Ay8DOX1WVdmxafKAhZk/110/245-45-245-76th-ave-unit-45a-queens-ny-primary-photo.jpg'],False
kgbv9pb,https://www.apartments.com/239-03-braddock-ave-queens-ny/kgbv9pb/,"239-03 Braddock Ave Queens, NY 11426","Beautiful 2 bedroom large,with closets,living room,dining area,kitchen on 2nd floor. Parking space available $50.00 extra charge.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,239-03 Braddock Ave,Queens,11426,40.72689,-73.7289,"$2,400-$2,400",2 bd,1 ba,,,+1-718-690-9339,['https://images1.apartments.com/i2/LHcNyw-l57YWlggfyVFJsHjajIf6R7XU36PqDQlgsTw/110/239-03-braddock-ave-queens-ny-primary-photo.jpg'],False
rb971y1,https://www.apartments.com/215-50-jamaica-ave-queens-ny/rb971y1/,"215-50 Jamaica Ave Queens, NY 11428","Two bedrooms apartment,conveniently located near public transportation,near retail stores.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,215-50 Jamaica Ave,Queens,11428,40.71726,-73.73878,"$2,300-$2,300",2 bd,1 ba,,,+1-718-712-5020,['https://images1.apartments.com/i2/oWEi0QAeu1NVRM2qKRXOX1Tz13O_6TPVn7JycjpJtwY/110/215-50-jamaica-ave-queens-ny-primary-photo.jpg'],False
cdj6lwd,https://www.apartments.com/1-geranium-ave-floral-park-ny-unit-2nd-fl/cdj6lwd/,"1 Geranium Ave Floral Park, NY 11001","Sunny and Bright 1200 Square Feet 2 Bedrooms Apartment on the 2nd Floor in Floral Park. Large Living Room,Formal Dining Room,Eat-In-Kitchen,2 Bedrooms and Full Bath. Heating is included.  Garage is included. 3 Minutes Walking Distant to Lirr. A Must See.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,1 Geranium Ave,Floral Park,11001,40.72174,-73.70707,"$2,900-$2,900",2 bd,1 ba,"1,200 sq ft",,+1-646-427-0200,['https://images1.apartments.com/i2/BvTpipig72cUA5DpQiw9dC0GmTQZ0ErchIkMyus0s4A/110/1-geranium-ave-unit-2nd-fl-floral-park-ny-primary-photo.jpg'],False
hehp010,https://www.apartments.com/92-11-242nd-st-queens-ny/hehp010/,"92-11 242nd St Queens, NY 11426","FULLY UPDATED & CLEANED APPT. HAS 2 BR WITH 1 1/2 BATHROOMS. HUGE KITCHEN,LARGE LIVING ROOM WITH BIG DINNING AREA. LOTS OF CLOSET AND NATURAL LIGHT IN THE UNIT.  CLOSE TO TRANSPORTATION,SCHOOL,PARK AND SHOPPING & CLOSE TO MAJOR HIGH WAY TO ALL AIRPORTS.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,92-11 242nd St,Queens,11426,40.72579,-73.72606,"$2,500-$2,500",2 bd,2 ba,,,+1-917-362-2223,['https://images1.apartments.com/i2/ZhZTrcViqR-qHjY_jlptdxQMu4WhuV_H3BiOii9nbP0/110/92-11-242nd-st-queens-ny-primary-photo.jpg'],False
b5gbe59,https://www.apartments.com/45-61-215th-st-bayside-ny-unit-2-fl/b5gbe59/,"45-61 215th St Bayside, NY 11364","Well Maintained Bright & Sunny Move In Ready Home. Furnished large 2 bedroom and office.  Hardwood Floors Throughout,Granite Countertops,Close To All,Transportation,Schools,Houses Of Worship,Shopping,Restaurants...And More

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,45-61 215th St,Bayside,11364,40.75874,-73.76675,"$2,400-$2,400",2 bd,1 ba,900 sq ft,,+1-718-749-5262,['https://images1.apartments.com/i2/XUZphf1403G3L8GvNtIt4Jj9nV-A3I8l5iQAwg-0vDw/110/45-61-215th-st-unit-2-fl-bayside-ny-primary-photo.jpg'],False
b45541c,https://www.apartments.com/73-73-73198-198th-st-queens-ny-unit-upper/b45541c/,"73-73-73198 198th St Queens, NY 11366","Indulge in charm,convenience,and a strong sense of community! Upon entering,embrace the feeling of openness and abundant natural light. Revel in the convenience of having your own washer/dryer in the unit. This outstanding apartment is strategically positioned for effortless access to public transportation,parks,shops,houses of worship,restaurants,and more! Tucked away on a tranquil,tree-lined street,this residence promises an extraordinary living experience. Don't overlook the chance to claim it as your own!

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",ApartmentComplex,73-73-73198 198th St,Queens,11366,40.73387,-73.77319,"$2,500-$2,500",2 bd,1 ba,,,+1-917-678-7443,['https://images1.apartments.com/i2/mAGXPgBq4IMc3-4BwFoR611T2sLrP3rjQ8-f2bbWyyI/110/73-73-73198-198th-st-unit-upper-queens-ny-primary-photo.jpg'],False
rx88c73,https://www.apartments.com/22126-hempstead-ave-queens-ny/rx88c73/,"22126 Hempstead Ave Queens, NY 11429","Beautiful 3 bedroom1full bath,Kitchen and dining room. Located on the second floor,tenants pay for Electric and gas.

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,22126 Hempstead Ave,Queens,11429,40.71208,-73.73218,"$2,900-$2,900",3 bd,1 ba,,,+1-718-504-9686,['https://images1.apartments.com/i2/CU0OVzseasj5v3E81G6Ye2dUDIxErXjBM_cFz3lCX9I/110/22126-hempstead-ave-queens-ny-primary-photo.jpg'],False
4t315lk,https://www.apartments.com/137-harrison-ave-franklin-square-ny/4t315lk/,"137 Harrison Ave Franklin Square, NY 11010","Excellent property close to School,Park,Market and Transportation (Q-6,Q-25,LIRR)

Based on information submitted to the MLS GRID as of [see last changed date above]. All data is obtained from various sources and may not have been verified by broker or MLS GRID. Supplied Open House Information is subject to change without notice. All information should be independently reviewed and verified for accuracy. Properties may or may not be listed by the office/agent presenting the information. Some IDX listings have been excluded from this website. Prices displayed on all Sold listings are the Last Known Listing Price and may not be the actual selling price.",SingleFamilyResidence,137 Harrison Ave,Franklin Square,11010,40.71044,-73.67182,"$2,600-$2,600",2 bd,1 ba,,,+1-917-257-8844,['https://images1.apartments.com/i2/S_BSaDNDh4Ml7kwhpR0u3gd1gCqoyaNcgYbyj7sTu1A/110/137-harrison-ave-franklin-square-ny-primary-photo.jpg'],False
